id,success,tokenNum,teamSize,country,categories,overallrating,offered_ownership,enddate,startdate,tokenName,tokenPrice,tokenType,platform,acceptingCurrency,softcap,hardcap,whitepaper,video,socialMedia
758,1,103548812,12,Russia,Real estate,4,,"Wednesday, 1 November, 2017","Thursday, 7 September, 2017",ATL,1 ETH = 505 ATL,ERC20,Ethereum,ETH,0,1,1,1,0
759,1,700000000,12,Russia,Platform,3.4,,"Monday, 4 September, 2017","Monday, 21 August, 2017",R,1 R = 0.000011 BTC,,,"BTC, ETH, LTC, DASH, XMR, ZEC, Various",1,1,1,1,3
760,0,0,7,Singapore,Cryptocurrency,1.4,0.67,"Thursday, 15 February, 2018","Monday, 1 January, 2018",RANK,1 RANK = 0.00277778 ETH,ERC20,Ethereum,,0,0,1,0,0
761,1,550000000,13,USA,"Platform,Software",3.5,0.5,"Friday, 18 August, 2017","Wednesday, 9 August, 2017",PIX,,,Ethereum,ETH,1,1,1,1,0
762,1,,15,Switzerland,"Cryptocurrency,Banking,Investment",4.4,0.6,"Monday, 1 January, 2018","Monday, 27 November, 2017",JNT,1 JNT = 0.25 USD,ERC20,Ethereum,"BTC, ETH",0,1,1,1,3
763,1,25000000,4,Mexico,"Banking,Cryptocurrency",1.3,,"Monday, 19 December, 2016","Saturday, 5 November, 2016",Bankcoin,1 Bankcoin = 0.25$,,Waves,Fiat,0,0,0,0,0
764,1,10120000,20,UK,"Artificial Intelligence,Banking,Cryptocurrency,Platform,Smart Contract",4.1,0.45,"Thursday, 7 June, 2018","Wednesday, 7 February, 2018",IMT,1 IMT = 0.005 USD,ERC20,Ethereum,"ETH, BTC, BCH, LTC",1,1,1,1,2
765,0,13500000,0,USA,"Platform,Cryptocurrency,Business services,Tourism",1.8,0.15,"Wednesday, 24 January, 2018","Wednesday, 10 January, 2018",LTO,5999 LTO = 1 ETH,ERC20,Ethereum,ETH,0,1,1,0,0
766,1,1872221,20,Estonia,"Cryptocurrency,Business services,Software",3.1,,"Thursday, 12 October, 2017","Tuesday, 12 September, 2017",ZONTO,1 ZONTO = 5 USD,,Ethereum,"BTC, ETH",1,1,1,1,0
767,1,500000000,23,USA,"Platform,Cryptocurrency,Business services",4.6,0.15,"Wednesday, 28 February, 2018","Thursday, 1 February, 2018",BBCoin,1 BBCoin = 0.16 USD,ERC20,Ethereum,"BTC, ETH, Fiat",1,1,1,1,0
768,1,,20,Singapore,"Cryptocurrency,Infrastructure",3.4,0.31,"Thursday, 30 November, 2017","Friday, 17 November, 2017",GNX,1 GNX = 0.15 USD,ERC20,Ethereum,ETH,0,0,1,1,1
769,1,300000000,18,Singapore,Software,4.5,0.3,"Saturday, 31 March, 2018","Thursday, 1 March, 2018",VME,1 VME = 0.0003333 ETH,ERC20,Ethereum,"ETH, BTC, Fiat",0,1,0,1,0
770,1,133333328,15,Singapore,Casino & Gambling,3.5,,"Wednesday, 26 July, 2017","Thursday, 29 June, 2017",BET,"2,000 BET = 1 ETH",,Ethereum,,0,1,1,1,2
771,1,64200000,17,Poland,"Software,Investment",3.7,0.97,"Monday, 8 January, 2018","Friday, 8 December, 2017",ALG,1200 ALG = 1 ETH,ERC20,Ethereum,ETH,0,1,1,1,2
772,0,500000000,4,China,Entertainment,2.3,0.4,"Thursday, 30 November, 2017","Wednesday, 1 November, 2017",GTC,"1ETH = 3,000 - 4,000 GTC",ERC20,Ethereum,ETH,0,0,1,0,0
773,1,100000000,37,Switzerland,"Cryptocurrency,Charity",3.3,0.3,"Thursday, 1 February, 2018","Tuesday, 16 January, 2018",AID,"2,000 AID = 1 ETH",ERC20,Ethereum,"BTC, ETH, USD, EUR, CHF",1,1,1,1,0
774,1,350000000,11,Georgia,"Manufacturing,Cryptocurrency",2.5,0.7,"Saturday, 31 March, 2018","Thursday, 15 February, 2018",GFL,,ERC20,Ethereum,ETH,0,0,1,0,0
775,0,16000000,0,Netherlands,Cryptocurrency,1.6,0.76,"Friday, 30 March, 2018","Thursday, 1 March, 2018",REPS,1 REPS = 0.20 USD,ERC20,Ethereum,ETH,0,0,1,0,0
776,0,0,13,Australia,Cryptocurrency,2.3,0.25,"Monday, 7 May, 2018","Tuesday, 17 April, 2018",ANX,1 ANX = 0.02 USD,ERC20,Ethereum,"ETH, BTC, XRP",1,1,1,0,0
777,1,408000000,12,South Africa,"Artificial Intelligence,Big Data,Internet",4.6,0.41,"Friday, 30 March, 2018","Thursday, 15 February, 2018",FACE,1000 FACE = 0.0872 ETH,ERC20,Ethereum,"ETH, BTC, LTC, XRP, DASH, XEM, XMR, BCH",1,1,1,1,1
778,0,0,12,Indonesia,"Platform,Cryptocurrency",3.6,,"Sunday, 21 January, 2018","Sunday, 21 January, 2018",PXS,1 ETH = 500 PXS,,Ethereum,ETH,1,1,1,1,3
779,1,15,4,UK,"Investment,Internet,Cryptocurrency,Business services,Banking,Platform,Smart Contract",2.4,0.75,"Friday, 1 June, 2018","Monday, 30 April, 2018",CGX,"1 ETH = 5,000 CGX",ER20,Ethereum,ETH,1,1,1,1,0
780,0,15000000,12,Ireland,"Banking,Business services,Cryptocurrency,Infrastructure,Investment,Platform",3.5,0.31,"Wednesday, 30 May, 2018","Sunday, 1 April, 2018",SSC,1 SSC = 1 USD,ERC20,Ethereum,"BTC, ETH, LTC, DASH",0,1,1,1,2
781,1,76000000,4,Netherlands,"Platform,Business services",3.9,,"Sunday, 31 December, 2017","Monday, 20 November, 2017",NEXT,1 ETH = 1000 NEXT,ERC20,Ethereum,ETH,0,0,1,1,3
782,1,30000000,14,Switzerland,"Big Data,Infrastructure,Legal,Platform,Smart Contract,Virtual Reality",3.4,0.5,"Monday, 30 April, 2018","Thursday, 1 March, 2018",IPS,1 IPS = 0.00125 ETH,ERC20,Ethereum,"ETH, BTC, BCH, DASH, LTC, XMR, LA",1,1,1,1,0
783,1,200000000,18,USA,"Investment,Banking",2.4,0.68,"Sunday, 18 February, 2018","Thursday, 18 January, 2018",VB,1 VB = 1 USD,,,,1,1,1,1,0
784,1,,3,UK,"Software,Cryptocurrency,Platform",2.5,,"Saturday, 19 May, 2018","Tuesday, 20 March, 2018",MRDS,1 ETH = 25000 MRDS,,Ethereum,ETH,0,1,1,1,0
785,1,,12,Singapore,"Software,Platform",3.5,,"Monday, 5 February, 2018","Friday, 5 January, 2018",LALA,"1 ETH = 10,000 LALA",ERC20,Ethereum,"ETH, BTC, Fiat",0,1,1,1,2
786,0,825000000,14,UK,Investment,2.5,0.55,"Wednesday, 23 May, 2018","Wednesday, 7 March, 2018",SHIP,1 SHIP = 0.0020 ETH,ERC20,Ethereum,ETH,1,1,1,1,0
787,1,46800000,16,Russia,"Business services,Internet",2.8,,"Friday, 30 June, 2017","Friday, 30 June, 2017",ADX,1 ETH = 1170 ADX,,Ethereum,,0,1,1,0,3
788,0,0,11,UK,"Real estate,Investment",1.6,,"Friday, 2 February, 2018","Monday, 27 November, 2017",Certificate,1 Certificate = 300-700 EUR,,Ethereum,,0,1,0,1,0
789,1,,7,USA,"Cryptocurrency,Platform",2.5,,"Friday, 1 September, 2017","Wednesday, 12 July, 2017",ATB,1 ATB Coin = 1 USD,,,,0,0,1,1,0
790,1,75000000,10,Czech Republic,"Investment,Cryptocurrency,Big Data,Artificial Intelligence,Platform,Software",3.6,0.5,"Monday, 30 April, 2018","Monday, 12 March, 2018",SGN,1 SGN = 0.30827524323-0.36267675675 USD,ERC20,Ethereum,ETH,1,1,1,1,3
791,0,700000000,11,Germany,"Artificial Intelligence,Health",2.6,0.7,"Tuesday, 1 May, 2018","Sunday, 1 April, 2018",MEDS,1 MEDS = 0.4 USD,ERC20,Ethereum,"BTC, ETH, LTC",0,1,1,1,0
792,0,12,46,Panama,Entertainment,2.5,0.6,"Saturday, 31 March, 2018","Thursday, 1 March, 2018",Eroiy,1 Eroiy = 0.12 USD,,NEM,"BTC, ETH, Dash, Litecoin, XEM, FIAT",0,0,1,1,0
793,1,500000000,18,Singapore,"Platform,Cryptocurrency",4.1,0.5,"Wednesday, 8 November, 2017","Monday, 6 November, 2017",QASH,1 QASH = 0.001 ETH,ERC20,Ethereum,ETH,1,0,1,1,0
794,0,36000000,8,Hungary,"Platform,Media,Communication,Business services,Software",3.6,0.6,"Thursday, 31 May, 2018","Wednesday, 31 January, 2018",NEWS,"1ETH = 4,970 NEWS - 3,500 NEWS",,Ethereum,"ETH, XEM, XRP",1,1,1,1,1
795,1,60000000,15,Malta,"Platform,Casino & Gambling,Entertainment,Cryptocurrency,Internet",3.5,0.75,"Sunday, 25 March, 2018","Sunday, 25 February, 2018",FUNDZ,"1 ETH = 1,000 FUNDZ",ERC20,Ethereum,ETH,0,1,1,1,0
796,0,150000000,0,USA,Platform,1.5,0.5,"Saturday, 10 March, 2018","Saturday, 10 February, 2018",BHT,,ERC20,Ethereum,"ETH, BTC, LTC, BHT",0,0,1,0,0
797,1,20000000,23,Thailand,"Platform,Cryptocurrency,Internet,Communication",2.7,,"Wednesday, 14 February, 2018","Thursday, 28 December, 2017",DIGIT,1 DIGIT = 1 USD,,NEM,"BTC, ETH, LTC, DASH, XEM",0,0,1,1,0
798,0,1,4,Spain,"Business services,Cryptocurrency,Legal",2.3,0.83,"Monday, 30 April, 2018","Tuesday, 23 January, 2018",YOF,1 YOF = 0.05 EUR,ERC20,Ethereum,"ETH, BTC, Fiat",0,0,1,1,0
799,1,,10,Singapore,"Platform,Tourism",2.4,0.72,"Thursday, 30 November, 2017","Wednesday, 18 October, 2017",ALLY,1 ALLY = 0.005 ETH,,,"BTC, ETH, BCH, LTC",0,0,1,1,0
800,1,55000000,8,China,"Platform,Tourism",2.8,,"Friday, 20 October, 2017","Friday, 22 September, 2017",SYC,Determined when the token sale is complete.,,Ethereum,ETH,0,1,1,0,3
801,1,500000000,19,British Virgin Islands,"Platform,Business services,Software,Internet",4.4,0.5,"Thursday, 22 February, 2018","Tuesday, 13 February, 2018",REM,1 REM = 0.04 USD,ERC-20,Ethereum,,1,1,1,1,2
802,1,200000000,13,USA,"Platform,Cryptocurrency",2.9,0.1,"Sunday, 10 September, 2017","Thursday, 10 August, 2017",FIL,1 FIL = 0.75$,,Filecoin network,"BTC, ETH, ZEC, Fiat",0,1,1,1,0
803,0,52,14,Cyprus,Health,2.4,,"Wednesday, 25 April, 2018","Monday, 26 March, 2018",NNBU,1 NNBU = 0.32 EUR,ERC20,Ethereum,ETH,,,,,
804,1,40000000,9,Gibraltar,Infrastructure,3.9,0.67,"Thursday, 7 June, 2018","Tuesday, 8 May, 2018",GEN,1 GEN = 1 USD,ERC20,Ethereum,ETH,1,1,1,1,3
805,0,20000000,0,Philippines,"Cryptocurrency,Internet,Platform",2,0.4,"Thursday, 26 April, 2018","Monday, 26 March, 2018",BLB,1 BLB = 0.10 USD,ERC20,Ethereum,"ETH, BTC",1,0,1,1,0
806,1,10000000,8,UK,"Banking,Cryptocurrency,Smart Contract",1.8,0.65,"Thursday, 15 March, 2018","Tuesday, 30 January, 2018",DNO,"1 ETH = 3,000 DNO",ERC20,Ethereum,"ETH, USD",0,0,1,1,0
807,1,,20,Ukraine,"Entertainment,Cryptocurrency,Communication,Internet,Other,Platform,Smart Contract",4,,"Saturday, 19 May, 2018","Thursday, 19 April, 2018",DTT,1 ETH = 1600 DTT,ERC20,Ethereum,"BTC, ETH",1,1,1,1,3
808,1,100000000,26,Slovenia,Platform,3.6,,"Thursday, 29 September, 2016","Thursday, 25 August, 2016",ICN,,,Ethereum,"BTC, ETH, LSK, Fiat",0,0,0,0,0
809,1,7500000,0,USA,"Business services,Manufacturing",1.6,,"Wednesday, 31 January, 2018","Monday, 25 December, 2017",TORQ,1 TORQ = 1 USD,ERC20,Ethereum,"BTC, ETH, LTC, BCH",1,1,1,0,0
810,0,2000000,5,Russia,"Cryptocurrency,Manufacturing",2.2,0.5,"Saturday, 31 March, 2018","Monday, 1 January, 2018",BEEF,1 BEEF = 1 USD,,Ethereum and Waves,"BTC, ETH, LTC, ZEC, Waves, Fiat",1,1,1,1,0
811,1,450,10,UK,Real estate,4.2,1,"Saturday, 31 March, 2018","Thursday, 1 March, 2018",ANN,1 ANN = 0.000033 ETH,ERC20,Ethereum,"ETH, BTC, LTC",0,1,1,1,1
812,0,0,6,Poland,"Tourism,Platform",2.3,,"Wednesday, 6 December, 2017","Wednesday, 22 November, 2017",PRIV,1000 PRIV = 1 ETH,,,ETH,1,1,1,0,0
813,1,1000000000,25,Estonia,Cryptocurrency,4.1,,"Thursday, 30 November, 2017","Saturday, 25 November, 2017",LEND,"25,000 LEND = 1 ETH",ERC20,Ethereum,ETH,0,1,1,1,0
814,0,800000000,0,USA,Cryptocurrency,1,0.8,"Sunday, 31 December, 2017","Saturday, 2 December, 2017",ETM,1 ETM = 1 USD,ERC20,,ETH,0,0,1,0,0
815,1,100500000,13,Germany,"Business services,Infrastructure,Platform,Smart Contract",4.1,,"Sunday, 20 May, 2018","Friday, 20 April, 2018",UBT,1 UBT = 0.14 USD,ERC20,Ethereum,"ETH, BTC",1,1,1,1,2
816,0,100000000,12,Russia,"Platform,Infrastructure",2.8,0.7,"Tuesday, 19 December, 2017","Monday, 20 November, 2017",SMSTO,1000 SMSTO = 2.66-3.33 ETH,,Ethereum,ETH,1,1,1,1,0
817,1,287000000,21,Ras al-Khaimah,"Cryptocurrency,Platform",3.6,0.82,"Thursday, 17 May, 2018","Thursday, 15 February, 2018",MIO,1 MIO = 0.001 ETH,ERC20,Ethereum,"ETH, BTC, LTC, Fiat",1,1,1,1,0
818,1,150000000,21,Cayman Islands,"Cryptocurrency,Investment,Banking,Real estate",3.5,0.98,"Saturday, 19 May, 2018","Thursday, 1 March, 2018",EVM,1 EVM = 1 USD,ERC20,Ethereum,"BTC, ETH",1,0,1,1,0
819,1,,2,UK,Investment,1.9,,"Friday, 15 September, 2017","Tuesday, 1 August, 2017",SIFT,100 SIFT = 1 ETH,ERC20,Ethereum,ETH,0,0,1,0,0
820,1,30000000,3,France,"Platform,Business services,Retail",3.7,0.7,"Monday, 26 March, 2018","Friday, 23 February, 2018",ORI,1 ETH = 6000 ORI,ERC20,Ethereum,ETH,1,1,1,1,0
821,1,1500000,6,UK,"Platform,Cryptocurrency,Business services",3.1,0.4,"Sunday, 26 November, 2017","Monday, 6 November, 2017",DTR,1 DTR = 0.01 USD,ERC20,Ethereum,"BTC, ETH, XRP",0,1,1,0,0
822,0,1000000000,6,Singapore,Education,2,0.5,"Sunday, 25 March, 2018","Sunday, 18 March, 2018",EDU,,ERC20,Ethereum,ETH,0,0,1,1,0
823,0,800000000,6,Seychelles,"Platform,Communication,Cryptocurrency,Retail",3.6,0.8,"Saturday, 31 March, 2018","Thursday, 7 December, 2017",RETN,1 RETN = 0.00083085 ETH,,Ethereum,"ETH, BTC, Fiat",1,0,1,1,0
824,1,1000000000,18,USA,"Business services,Platform",3.2,0.65,"Saturday, 16 December, 2017","Friday, 17 November, 2017",QSP,,ERC20,Ethereum,ETH,0,1,0,1,3
825,0,0,6,Israel,Platform,2.1,,"Wednesday, 31 January, 2018","Wednesday, 17 January, 2018",DOPA,,,Ethereum,,0,0,1,0,0
826,1,29750000,14,Russia,Platform,3.3,0.85,"Sunday, 20 May, 2018","Tuesday, 20 March, 2018",CPL,1 CPL = 0.001 ETH,ERC20,Ethereum,"ETH, BTC, Fiat",1,1,1,1,0
827,1,,2,Spain,Software,2.5,,"Wednesday, 17 May, 2017","Wednesday, 17 May, 2017",ANT,,,Ethereum,ETH,0,0,0,0,3
828,1,3500000,11,Spain,"Platform,Entertainment",3.4,0.35,"Saturday, 30 December, 2017","Friday, 10 November, 2017",ARKER,Distributed in proportion of the investment,,Waves,"BTC, ETH, WAVES, Fiat",1,0,1,1,3
829,0,70000000000,14,Germany,"Infrastructure,Cryptocurrency,Platform",1.8,,"Monday, 11 December, 2017","Saturday, 11 November, 2017",BSK,400000 BSK = 1 ETH,,Ethereum,ETH,0,0,1,1,0
830,1,15000000,6,Russia,"Software,Platform",2.8,,"Friday, 30 June, 2017","Saturday, 20 May, 2017",CVCOIN,,,,BTC,0,0,1,0,2
831,1,29600000,20,Gibraltar,Investment,2.9,0.5,"Friday, 4 August, 2017","Wednesday, 2 August, 2017",STX,200 STX = 1 ETH,ERC20,Ethereum,ETH,0,1,1,1,3
832,0,0,7,UK,"Business services,Investment",2.1,,"Sunday, 31 December, 2017","Friday, 1 December, 2017",SPiCE,1 SPiCE = 1 USD,ERC20,Ethereum,"ETH, BTC, Fiat",0,0,1,0,0
833,0,500000,3,USA,"Artificial Intelligence,Charity,Cryptocurrency,Education,Infrastructure,Virtual Reality",2.5,1,"Saturday, 31 March, 2018","Friday, 16 February, 2018",BFD,1 BFD = 1 USD,ERC20,Ethereum,"BTC, ETC, LTC, XMR, XLM, ZEC, Various, Fiat",0,1,1,0,0
834,0,0,7,Estonia,"Business services,Cryptocurrency,Investment,Platform,Retail",2.5,0.6,"Wednesday, 16 May, 2018","Tuesday, 17 April, 2018",BUY,1 BUY = 0.07 USD,ERC20,Ethereum,"ETH, ETC, EOS, NEO",0,0,1,1,0
835,0,0,6,Indonesia,"Cryptocurrency,Smart Contract",2.2,,"Saturday, 2 June, 2018","Saturday, 17 March, 2018",POLO,1 POLO = 0.0531 USD,ERC20,Ethereum,,0,0,1,0,0
836,1,,26,Israel,"Internet,Business services",2.8,,"Friday, 13 October, 2017","Tuesday, 12 September, 2017",STU,,ERC20,Ethereum,ETH,0,0,1,1,3
837,1,,4,USA,"Platform,Entertainment,Art",1.8,,"Friday, 2 June, 2017","Friday, 5 May, 2017",EMB,,,,,0,0,1,0,1
838,0,175000000,14,Estonia,Infrastructure,3,0.8,"Monday, 9 April, 2018","Monday, 12 March, 2018",VLB,1 ETH = 650 VLB,ERC20,Ethereum,ETH,1,1,1,1,0
839,1,,7,China,"Software,Platform",2.6,,"Thursday, 20 July, 2017","Tuesday, 20 June, 2017",BYTOM,,,,BTC,0,0,1,0,3
840,1,,18,USA,"Investment,Platform,Cryptocurrency",3.6,0.3,"Monday, 26 March, 2018","Monday, 26 February, 2018",FID,1 FID = 0.29 - 0.36 USD,ERC20,Ethereum,"ETH, BTC, LTC, Dash",1,1,1,1,0
841,1,99000000,23,Israel,Tourism,4.1,0.33,"Tuesday, 5 June, 2018","Tuesday, 3 April, 2018",CUZ,1 ETH = 3770 CUZ,ERC20,Ethereum,"BTC, ETH, USD",1,1,1,1,0
842,1,2200000000,24,Singapore,"Platform,Cryptocurrency,Banking,Smart Contract",3.7,0.5,"Wednesday, 16 May, 2018","Friday, 27 April, 2018",ZPR,1 ZPR = 0.0000625 ETH,ERC20,Ethereum,ETH,1,1,1,1,2
843,0,0,0,Czech Republic,Entertainment,2.1,,"Tuesday, 10 April, 2018","Wednesday, 10 January, 2018",JCN,1 JCN = 0.001 ETH,ERC20,Ethereum,ETH,0,1,1,0,0
844,1,,8,Czech Republic,"Investment,Health",2,0.7,"Wednesday, 31 January, 2018","Wednesday, 29 November, 2017",HLC,1 HLC = 30 USD,ERC20,Ethereum,ETH,0,0,1,1,1
845,0,350000000,13,Switzerland,"Platform,Cryptocurrency",2.7,0.7,"Thursday, 1 February, 2018","Wednesday, 1 November, 2017",SET,,,Waves,"BTC, ETH, LTC, Fiat",0,0,1,1,0
846,0,15500000,0,UK,"Banking,Platform",1.6,,"Friday, 20 October, 2017","Wednesday, 20 September, 2017",MON,1 MON = 1 USD,ERC20,Ethereum,ETH,0,0,1,0,0
847,1,,6,Canada,"Platform,Cryptocurrency,Investment",3.4,,"Monday, 14 August, 2017","Saturday, 15 July, 2017",CAT,300 CAT = 1 ETH,,Ethereum,ETH,0,0,1,1,2
848,1,50000000,12,UK,"Cryptocurrency,Platform",3.1,0.77,"Thursday, 10 May, 2018","Monday, 22 January, 2018",BITS,1 BITS = 0.001 ETH,ERC20,Ethereum,ETH,1,1,1,1,0
849,1,210000000,22,UK,"Platform,Entertainment,Education,Casino & Gambling,Sports",3.6,0.7,"Thursday, 31 May, 2018","Wednesday, 11 April, 2018",MRS,1 MRS = 0.0001 ETH,ERC20,Ethereum,"ETH, LTC, BTC",1,1,1,1,0
850,1,350000000,16,Singapore,"Business services,Infrastructure,Real estate,Software",3.6,0.35,"Monday, 19 March, 2018","Monday, 15 January, 2018",GENE,1 GENE = 0.1 USD,ERC20,Ethereum,"ETH, BTC, DASH, LTC",0,1,1,1,3
851,0,0,9,Cambodia,"Platform,Cryptocurrency,Internet,Communication",2.3,,"Thursday, 30 November, 2017","Wednesday, 1 November, 2017",PEER,1 PEER = 0.30 - 0.40 USD,ERC20,Tendermint,"ETH, BTC",0,1,0,0,0
852,0,20000000,16,Singapore,"Banking,Cryptocurrency,Investment,Platform,Smart Contract,Software",4.2,0.2,"Friday, 1 June, 2018","Wednesday, 28 February, 2018",PLK,1 PLK = $1.4174 USD,ERC20,Ethereum,"ETH, BTC, LTC, BCH",1,1,1,1,0
853,1,,5,Singapore,Banking,3.8,,"Sunday, 23 July, 2017","Friday, 23 June, 2017",OMG,"1,000 OMG = 1 ETH",ERC20,Ethereum,"BTC, ETH, Fiat",1,1,1,1,1
854,0,80000000,10,Estonia,"Platform,Business services,Internet",2.8,0.8,"Monday, 25 December, 2017","Monday, 13 November, 2017",ADP,1 ADP = 0.0005 ETH,ERC20,Ethereum,"ETH, BTC, LTC, DASH",0,1,1,1,0
855,1,,14,Estonia,"Infrastructure,Cryptocurrency",3.1,0.5,"Monday, 12 March, 2018","Monday, 12 February, 2018",CCOS,1 CCOs = 0.0001 ETH,ERC20,Ethereum,"BTC, BCH, ETH, LTC, XRP, Fiat",0,1,1,1,0
856,1,,6,Cyprus,"Banking,Cryptocurrency,Investment",3,,"Sunday, 15 April, 2018","Wednesday, 14 February, 2018",XNT,1 XNT = 0.05 ETH,ERC20,Ethereum,ETH,0,1,1,1,0
857,1,100000000,12,Russia,Entertainment,3.4,0.71,"Wednesday, 31 January, 2018","Thursday, 14 December, 2017",GMIT,1 GMIT = 0.0004 ETH,ERC20,Ethereum,"ETH, BTC, LTC",1,1,1,1,0
858,0,70000000,6,Switzerland,"Platform,Other,Business services",3.2,,"Wednesday, 6 December, 2017","Saturday, 28 October, 2017",GJC,1 ETH = 350-420 GJC,,Ethereum,ETH,0,1,1,1,0
859,1,200000000,16,Lithuania,"Business services,Platform",3.7,,"Thursday, 31 August, 2017","Thursday, 31 August, 2017",MTH,2000 MTH = 1 ETH,ERC20,Ethereum,,1,1,1,0,3
860,0,50000000,10,United States,"Platform,Smart Contract",3.3,0.5,"Sunday, 27 May, 2018","Friday, 27 April, 2018",HADE,1 HADE = 0.06 ETH,ERC20,Ethereum,ETH,1,1,1,1,3
861,1,,14,Czech Republic,"Platform,Cryptocurrency,Business services,Banking,Investment",3.2,,"Friday, 15 December, 2017","Saturday, 14 October, 2017",WRC,1 WRC = 0.1 USD,ERC20,Ethereum,"BTC, ETH, Fiat",0,1,1,1,0
862,0,151151515,6,Peru,"Business services,Investment",2.1,0.66,"Tuesday, 15 May, 2018","Sunday, 1 April, 2018",GSD,1 GSD = 0.002504 ETH,ERC20,Ethereum,"ETH, BTC, BCH, DASH",1,1,1,0,0
863,1,65000000,3,United Arab Emirates,Investment,2.1,0.65,"Sunday, 20 May, 2018","Thursday, 22 March, 2018",ORO,1 ORO = 0.35 USD,ERC20,Ethereum,ETH,0,0,1,1,0
864,0,68000000,9,USA,"Other,Platform",2,0.69,"Friday, 20 October, 2017","Sunday, 20 August, 2017",UMC,600 UMC = 1 ETH,ERC20,Ethereum,,1,1,0,0,0
865,1,,5,Canada,"Platform,Business services",2.4,,"Friday, 31 March, 2017","Wednesday, 1 March, 2017",EQB,,,,,1,1,1,1,0
866,0,99000000,4,Belize,"Entertainment,Casino & Gambling",3.3,0.5,"Thursday, 5 April, 2018","Sunday, 25 February, 2018",LBT,,,,"ETH, BTC",1,1,1,1,0
867,0,7000000,0,Indonesia,"Cryptocurrency,Internet,Media,Smart Contract,Software,Virtual Reality",1.6,0.25,"Monday, 5 March, 2018","Tuesday, 6 February, 2018",BSC,"1 BSC = 0,00010883 BTC",,Bitcoin,BTC,0,0,1,1,0
868,0,2000000000,32,United Kingdom,"Cryptocurrency,Sports",3.3,0.5,"Sunday, 25 March, 2018","Sunday, 11 March, 2018",BOUTS,1 ETH = 9000 BOUTS,ERC20,Ethereum,ETH,0,1,1,1,0
869,1,100000000,12,Russia,Platform,3.5,,"Sunday, 15 October, 2017","Friday, 15 September, 2017",PRG,1 PRG = 1 USD,,Ethereum,USD,0,1,1,1,3
870,1,40000000,15,Germany,"Cryptocurrency,Education",3.2,0.4,"Friday, 6 April, 2018","Saturday, 6 January, 2018",EST,"1 ETH = 5,000 EST",ERC20,Ethereum,ETH,1,1,1,0,0
871,0,88000000,27,Georgia,"Cryptocurrency,Infrastructure",3.9,0.85,"Sunday, 10 June, 2018","Tuesday, 1 May, 2018",AMBT,1 AMBT = 0.50 USD,ERC20,Ethereum,"BTC, ETH, Fiat",1,1,1,1,0
872,1,,22,Singapore,"Banking,Platform",3.1,0.5,"Thursday, 21 December, 2017","Tuesday, 21 November, 2017",DDD,"1 ETH= 10,000 DDD",,Ethereum,"ETH, BTC",1,1,1,0,0
873,0,0,0,Estonia,"Health,Infrastructure",1.6,0.75,"Saturday, 24 March, 2018","Saturday, 24 February, 2018",FIB,1 FIB = 0.15 ETH,,Waves,"ETH, BTC, Fiat",1,1,1,1,0
874,1,9800000,3,USA,"Sports,Entertainment",2,0.7,"Monday, 4 September, 2017","Friday, 18 August, 2017",ARNA,1 ARNA = 0.08 USD,,Waves,,0,0,1,0,0
875,1,70000000,21,China,"Banking,Cryptocurrency",3.2,0.7,"Saturday, 30 December, 2017","Monday, 4 December, 2017",#LHCoin,,,Ethereum,ETH,1,1,1,1,3
876,1,20000000,11,Hong Kong,"Other,Entertainment,Casino & Gambling,Sports",2.4,0.7,"Tuesday, 6 March, 2018","Monday, 5 February, 2018",MIND,"10,000 MIND = 1 ETH",ERC20,Ethereum,ETH,1,1,1,1,0
877,0,40000000,5,Russia,"Platform,Entertainment",2.3,0.4,"Saturday, 30 December, 2017","Friday, 10 November, 2017",LST,1 ETH = 4000-5500 LST,ERC20,Ethereum,ETH,1,1,1,1,0
878,0,425000000,3,USA,"Platform,Business services",2.1,0.85,"Friday, 8 December, 2017","Wednesday, 22 November, 2017",NEN,5 ETH = 27562 NEN,,Ethereum,"ETH, BTC",0,0,1,0,0
879,0,70000000,14,Switzerland,"Investment,Platform",2.4,0.7,"Monday, 7 May, 2018","Monday, 23 April, 2018",BACE,1 BACE = 0.00055 ETH,ERC20,Ethereum,"ETH, BTC",0,1,1,0,0
880,0,0,0,France,"Entertainment,Media",1.3,0.85,"Friday, 1 December, 2017","Tuesday, 10 October, 2017",ANNA,5000 ANNA = 1 ETH,ERC20,Ethereum,ETH,0,0,0,1,0
881,0,0,5,Slovenia,Real estate,2.6,,"Friday, 29 September, 2017","Tuesday, 1 August, 2017",XGM,1 XGM = 100 EUR,,Ethereum,"Fiat, ETH",0,1,1,1,3
882,1,,17,Gibraltar,"Business services,Internet,Platform",3.6,0.5,"Sunday, 11 March, 2018","Thursday, 1 March, 2018",LDC,"1 ETH = 15,000 LDC",ERC20,Ethereum,ETH,0,1,1,1,0
883,0,0,11,Romania,Investment,3.8,0.6,"Tuesday, 1 May, 2018","Saturday, 10 March, 2018",BBX,"1 ETH = 7,000 BBX",ERC20,Ethereum,ETH,1,1,1,1,0
884,1,647500000,10,Cayman Islands,"Cryptocurrency,Business services,Entertainment,Internet,Platform,Smart Contract,Software,Virtual Reality",3.8,0.35,"Wednesday, 29 November, 2017","Tuesday, 24 October, 2017",WAX,"1 ETH = 1,500 WAX",ERC20,Ethereum,"ETH, BTC",0,1,1,1,3
